age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job1,marital1,education1,housing1,loan1,contact1,month1,day_of_week1,poutcome1
28,STUDENT,SINGLE,UNKNOWN,UNKNOWN,YES,NO,CELLULAR,AUG,WED,1.0,999,1,FAILURE,-1.7,94.027,-38.3,0.9,4991.6,True,8,2,7,2,0,0,1,4,0
35,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,APR,THU,1.0,10,1,SUCCESS,-1.8,93.749,-34.6,0.644,5008.7,True,0,1,6,2,0,0,0,2,2
42,TECHNICIAN,SINGLE,UNKNOWN,NO,YES,NO,CELLULAR,AUG,TUE,1.0,999,1,FAILURE,-2.9,92.20100000000001,-31.4,0.884,5076.2,True,9,2,7,2,0,0,1,3,0
40,UNEMPLOYED,SINGLE,BASIC.4Y,NO,NO,NO,CELLULAR,JUN,TUE,1.0,999,0,NONEXISTENT,-2.9,92.963,-40.8,1.252,5076.2,True,10,2,0,0,0,0,4,3,1
31,ENTREPRENEUR,SINGLE,BASIC.6Y,UNKNOWN,YES,YES,TELEPHONE,JUN,FRI,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,True,2,2,1,2,2,1,4,0,1
39,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,AUG,WED,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.967,5228.1,True,9,2,6,0,0,0,1,4,1
37,HOUSEMAID,MARRIED,BASIC.4Y,NO,NO,NO,CELLULAR,JUL,TUE,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,True,3,1,0,0,0,0,3,3,1
52,HOUSEMAID,MARRIED,BASIC.6Y,NO,YES,NO,CELLULAR,AUG,TUE,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,True,3,1,1,2,0,0,1,3,1
33,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,NOV,THU,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,True,0,1,6,2,0,0,7,2,1
37,UNEMPLOYED,MARRIED,UNIVERSITY.DEGREE,NO,NO,YES,TELEPHONE,JUL,FRI,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.959,5228.1,True,10,1,6,0,2,1,3,0,1
34,SERVICES,SINGLE,HIGH.SCHOOL,NO,NO,NO,TELEPHONE,JUL,TUE,16.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,True,7,2,3,0,0,1,3,3,1
32,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,TELEPHONE,MAY,FRI,8.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,True,0,2,6,0,0,1,6,0,1
56,BLUECOLLAR,MARRIED,BASIC.9Y,UNKNOWN,NO,NO,TELEPHONE,JUN,WED,6.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,True,1,1,2,0,0,1,4,4,1
47,SERVICES,MARRIED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,AUG,MON,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.97,5228.1,True,7,1,3,2,0,0,1,1,1
41,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,JUL,THU,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,9,2,6,0,0,0,3,2,1
34,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,MON,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,0,2,6,2,0,0,1,1,1
35,ADMIN,MARRIED,UNIVERSITY.DEGREE,UNKNOWN,NO,NO,CELLULAR,AUG,FRI,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,True,0,1,6,0,0,0,1,0,1
19,STUDENT,SINGLE,HIGH.SCHOOL,UNKNOWN,YES,NO,CELLULAR,MAY,TUE,4.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.344,5099.1,True,8,2,3,2,0,0,6,3,1
28,UNEMPLOYED,SINGLE,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,JUL,WED,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.956,5228.1,True,10,2,3,2,0,1,3,4,1
41,BLUECOLLAR,DIVORCED,BASIC.6Y,NO,YES,YES,TELEPHONE,MAY,WED,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,True,1,0,1,2,2,1,6,4,1
27,SERVICES,SINGLE,HIGH.SCHOOL,UNKNOWN,NO,NO,CELLULAR,MAY,FRI,5.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.25,5099.1,True,7,2,3,0,0,0,6,0,1
36,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,APR,MON,3.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.405,5099.1,True,1,1,2,2,0,0,0,1,1
35,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,NOV,TUE,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,True,1,1,2,2,0,0,7,3,1
32,SERVICES,SINGLE,BASIC.9Y,NO,NO,NO,CELLULAR,JUL,WED,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,7,2,2,0,0,0,3,4,1
43,MANAGEMENT,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,TELEPHONE,MAY,WED,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,True,4,1,5,0,0,1,6,4,1
42,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,JUL,WED,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,0,1,6,0,0,0,3,4,1
30,SELFEMPLOYED,SINGLE,BASIC.9Y,NO,NO,YES,TELEPHONE,OCT,MON,1.0,999,0,NONEXISTENT,-1.1,94.601,-49.5,0.953,4963.6,True,6,2,2,0,2,1,8,1,1
34,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,JUN,MON,1.0,999,0,NONEXISTENT,-2.9,92.963,-40.8,1.266,5076.2,True,0,2,6,0,0,0,4,1,1
26,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,TELEPHONE,MAY,TUE,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,9,1,5,2,0,1,6,3,1
30,TECHNICIAN,SINGLE,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,JUL,TUE,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,9,2,5,0,0,0,3,3,1
61,RETIRED,MARRIED,BASIC.9Y,NO,NO,NO,CELLULAR,APR,THU,2.0,999,0,NONEXISTENT,-1.8,93.749,-34.6,0.659,5008.7,True,5,1,2,0,0,0,0,2,1
48,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,YES,CELLULAR,JUL,MON,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,True,0,1,6,2,2,0,3,1,1
38,BLUECOLLAR,MARRIED,BASIC.6Y,NO,YES,NO,TELEPHONE,JUN,WED,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,True,1,1,1,2,0,1,4,4,1
50,BLUECOLLAR,MARRIED,UNKNOWN,UNKNOWN,NO,NO,CELLULAR,JUL,THU,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.958,5228.1,True,1,1,7,0,0,0,3,2,1
32,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,AUG,TUE,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,9,1,5,2,0,0,1,3,1
36,TECHNICIAN,MARRIED,HIGH.SCHOOL,NO,NO,NO,CELLULAR,AUG,MON,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,9,1,3,0,0,0,1,1,1
28,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,JUN,MON,10.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.865,5228.1,True,0,1,3,2,0,1,4,1,1
35,MANAGEMENT,MARRIED,UNIVERSITY.DEGREE,NO,NO,YES,TELEPHONE,AUG,MON,5.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,4,1,6,0,2,1,1,1,1
37,TECHNICIAN,SINGLE,HIGH.SCHOOL,NO,NO,NO,TELEPHONE,JUN,MON,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.96,5228.1,True,9,2,3,0,0,1,4,1,1
48,BLUECOLLAR,MARRIED,BASIC.6Y,NO,YES,NO,TELEPHONE,JUN,TUE,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,True,1,1,1,2,0,1,4,3,1
35,UNEMPLOYED,MARRIED,BASIC.4Y,NO,YES,NO,CELLULAR,NOV,MON,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,True,10,1,0,2,0,0,7,1,1
47,TECHNICIAN,SINGLE,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,JUL,MON,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,9,2,5,2,0,0,3,1,1
29,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,JUL,WED,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,True,0,2,6,0,0,0,3,4,1
53,SELFEMPLOYED,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,TELEPHONE,JUN,TUE,4.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.864,5228.1,True,6,1,6,2,0,1,4,3,1
27,SERVICES,MARRIED,HIGH.SCHOOL,UNKNOWN,NO,YES,TELEPHONE,MAY,FRI,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,7,1,3,0,2,1,6,0,1
28,SERVICES,MARRIED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,JUL,THU,6.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.968,5228.1,True,7,1,3,2,0,0,3,2,1
52,MANAGEMENT,DIVORCED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,NOV,MON,1.0,999,1,FAILURE,-0.1,93.2,-42.0,4.191,5195.8,True,4,0,6,2,0,0,7,1,0
39,ADMIN,MARRIED,BASIC.6Y,UNKNOWN,NO,NO,CELLULAR,JUL,WED,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,0,1,1,0,0,0,3,4,1
56,RETIRED,SINGLE,PROFESSIONAL.COURSE,UNKNOWN,YES,NO,CELLULAR,JUL,FRI,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,5,2,5,2,0,0,3,0,1
39,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,AUG,MON,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,9,1,5,0,0,0,1,1,1
33,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,FRI,10.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,True,0,1,6,2,0,0,1,0,1
53,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,TELEPHONE,SEP,FRI,1.0,999,0,NONEXISTENT,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,True,9,1,5,2,0,1,9,0,1
32,BLUECOLLAR,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,TELEPHONE,MAY,FRI,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,True,1,1,5,0,0,1,6,0,1
29,UNEMPLOYED,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,TUE,2.0,999,0,NONEXISTENT,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,True,10,2,6,2,0,0,1,3,1
36,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,JUL,TUE,7.0,999,0,NONEXISTENT,-2.9,92.469,-33.6,0.937,5076.2,True,0,1,3,2,0,1,3,3,1
24,TECHNICIAN,SINGLE,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,MAY,FRI,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.25,5099.1,True,9,2,5,0,0,0,6,0,1
49,BLUECOLLAR,MARRIED,BASIC.9Y,NO,NO,NO,TELEPHONE,MAY,TUE,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,True,1,1,2,0,0,1,6,3,1
28,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAY,TUE,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.266,5099.1,True,0,2,6,2,0,0,6,3,1
51,BLUECOLLAR,MARRIED,BASIC.4Y,UNKNOWN,NO,NO,CELLULAR,JUL,MON,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,True,1,1,0,0,0,0,3,1,1
33,UNEMPLOYED,MARRIED,HIGH.SCHOOL,NO,YES,YES,CELLULAR,MAY,MON,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.264,5099.1,True,10,1,3,2,2,0,6,1,1
34,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,YES,YES,CELLULAR,AUG,THU,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,True,9,2,6,2,2,0,1,2,1
35,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,APR,WED,2.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.415,5099.1,True,9,1,5,0,0,0,0,4,1
39,UNEMPLOYED,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,DEC,MON,1.0,6,2,SUCCESS,-3.0,92.713,-33.0,0.706,5023.5,True,10,2,6,2,0,0,2,1,2
34,MANAGEMENT,MARRIED,UNIVERSITY.DEGREE,UNKNOWN,NO,NO,TELEPHONE,JUN,MON,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.96,5228.1,True,4,1,6,0,0,1,4,1,1
29,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,TUE,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.968,5228.1,True,0,2,6,2,0,0,1,3,1
49,BLUECOLLAR,MARRIED,BASIC.9Y,UNKNOWN,NO,YES,CELLULAR,MAY,MON,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,True,1,1,2,0,2,0,6,1,1
32,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAY,MON,7.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.244,5099.1,True,0,2,6,2,0,0,6,1,1
53,SELFEMPLOYED,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,MAY,TUE,4.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.291,5099.1,True,6,1,2,2,0,0,6,3,1
51,BLUECOLLAR,SINGLE,BASIC.4Y,UNKNOWN,NO,NO,TELEPHONE,MAY,FRI,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,1,2,0,0,0,1,6,0,1
37,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,TELEPHONE,MAY,FRI,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,True,9,2,6,0,0,1,6,0,1
29,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,FRI,7.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,True,0,2,6,2,0,0,1,0,1
51,MANAGEMENT,MARRIED,BASIC.4Y,NO,NO,NO,CELLULAR,JUL,MON,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,True,4,1,0,0,0,0,3,1,1
30,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,JUN,WED,2.0,999,0,NONEXISTENT,-2.9,92.963,-40.8,1.26,5076.2,True,0,2,6,2,0,0,4,4,1
41,MANAGEMENT,MARRIED,UNKNOWN,NO,YES,NO,TELEPHONE,JUN,FRI,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.967,5228.1,True,4,1,7,2,0,1,4,0,1
39,BLUECOLLAR,MARRIED,BASIC.6Y,NO,YES,NO,CELLULAR,MAY,THU,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,True,1,1,1,2,0,0,6,2,1
27,BLUECOLLAR,MARRIED,BASIC.4Y,NO,YES,NO,CELLULAR,JUL,TUE,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,True,1,1,0,2,0,0,3,3,1
26,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,NOV,FRI,1.0,7,1,SUCCESS,-3.4,92.649,-30.1,0.7140000000000001,5017.5,True,0,1,3,2,0,0,7,0,2
31,BLUECOLLAR,SINGLE,BASIC.9Y,NO,YES,NO,TELEPHONE,MAY,TUE,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,True,1,2,2,2,0,1,6,3,1
49,RETIRED,DIVORCED,PROFESSIONAL.COURSE,NO,YES,YES,TELEPHONE,AUG,TUE,8.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,True,5,0,5,2,2,1,1,3,1
47,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,TELEPHONE,MAY,THU,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,True,9,1,5,2,0,1,6,2,1
39,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,MAY,TUE,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,0,1,3,2,0,1,6,3,1
56,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,NOV,THU,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,True,9,1,5,0,0,0,7,2,1
42,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,NOV,MON,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,True,0,1,6,2,0,0,7,1,1
44,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,YES,TELEPHONE,MAY,TUE,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,0,1,3,2,2,1,6,3,1
52,SERVICES,MARRIED,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,NOV,TUE,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,True,7,1,3,2,0,1,7,3,1
25,SERVICES,SINGLE,HIGH.SCHOOL,NO,NO,NO,CELLULAR,AUG,FRI,1.0,999,0,NONEXISTENT,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,True,7,2,3,0,0,0,1,0,1
36,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,NOV,WED,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,True,0,2,6,0,0,0,7,4,1
41,BLUECOLLAR,SINGLE,BASIC.9Y,NO,NO,NO,TELEPHONE,MAY,THU,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,True,1,2,2,0,0,1,6,2,1
37,TECHNICIAN,SINGLE,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,APR,THU,2.0,999,2,FAILURE,-1.8,93.075,-47.1,1.41,5099.1,True,9,2,3,2,0,1,0,2,0
38,MANAGEMENT,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,TELEPHONE,MAY,FRI,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,True,4,1,6,0,0,1,6,0,1
34,BLUECOLLAR,MARRIED,BASIC.4Y,NO,NO,NO,CELLULAR,NOV,THU,1.0,999,1,FAILURE,-0.1,93.2,-42.0,4.0760000000000005,5195.8,True,1,1,0,0,0,0,7,2,0
31,MANAGEMENT,SINGLE,HIGH.SCHOOL,NO,NO,NO,CELLULAR,MAY,WED,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.334,5099.1,True,4,2,3,0,0,0,6,4,1
39,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,UNKNOWN,YES,NO,CELLULAR,AUG,WED,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,True,9,1,5,2,0,0,1,4,1
36,HOUSEMAID,DIVORCED,BASIC.4Y,NO,YES,NO,CELLULAR,NOV,TUE,2.0,999,1,FAILURE,-0.1,93.2,-42.0,4.1530000000000005,5195.8,True,3,0,0,2,0,0,7,3,0
38,BLUECOLLAR,MARRIED,BASIC.9Y,UNKNOWN,UNKNOWN,UNKNOWN,CELLULAR,JUL,TUE,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,1,1,2,1,1,0,3,3,1
39,TECHNICIAN,DIVORCED,PROFESSIONAL.COURSE,NO,YES,YES,CELLULAR,AUG,TUE,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,True,9,0,5,2,2,0,1,3,1
32,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,MAY,MON,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,True,0,1,3,2,0,0,6,1,1
51,SERVICES,MARRIED,HIGH.SCHOOL,NO,NO,NO,TELEPHONE,JUN,TUE,2.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,True,7,1,3,0,0,1,4,3,1
52,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,YES,CELLULAR,MAY,FRI,2.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,True,0,1,3,2,2,0,6,0,0
55,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,NOV,FRI,1.0,999,1,FAILURE,-0.1,93.2,-42.0,4.021,5195.8,True,9,1,5,0,0,0,7,0,0
35,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,AUG,MON,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,0,2,6,0,0,0,1,1,1
41,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,YES,TELEPHONE,JUN,TUE,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,True,0,1,6,2,2,1,4,3,1
29,BLUECOLLAR,MARRIED,HIGH.SCHOOL,NO,NO,NO,TELEPHONE,JUN,THU,13.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.8660000000000005,5228.1,True,1,1,3,0,0,1,4,2,1
38,BLUECOLLAR,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,TELEPHONE,MAY,TUE,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,1,1,5,2,0,1,6,3,1
51,TECHNICIAN,MARRIED,HIGH.SCHOOL,NO,NO,NO,CELLULAR,NOV,MON,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,True,9,1,3,0,0,0,7,1,1
35,ENTREPRENEUR,SINGLE,BASIC.9Y,NO,YES,NO,CELLULAR,NOV,MON,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,True,2,2,2,2,0,0,7,1,1
34,ADMIN,SINGLE,HIGH.SCHOOL,NO,YES,NO,CELLULAR,MAY,WED,2.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.281,5099.1,True,0,2,3,2,0,0,6,4,0
47,HOUSEMAID,MARRIED,UNKNOWN,NO,YES,NO,CELLULAR,NOV,WED,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,True,3,1,7,2,0,0,7,4,1
32,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,TELEPHONE,MAY,FRI,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,True,9,1,5,2,0,1,6,0,1
39,ADMIN,MARRIED,BASIC.9Y,UNKNOWN,NO,NO,CELLULAR,JUL,WED,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,0,1,2,0,0,0,3,4,1
56,SELFEMPLOYED,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,TELEPHONE,JUN,FRI,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,True,6,1,6,0,0,1,4,0,1
31,BLUECOLLAR,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,JUL,WED,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,1,1,5,2,0,0,3,4,1
46,TECHNICIAN,DIVORCED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,NOV,FRI,5.0,999,1,FAILURE,-0.1,93.2,-42.0,4.021,5195.8,True,9,0,6,2,0,0,7,0,0
44,UNKNOWN,MARRIED,HIGH.SCHOOL,UNKNOWN,NO,NO,CELLULAR,JUL,TUE,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,True,11,1,3,0,0,0,3,3,1
36,BLUECOLLAR,MARRIED,BASIC.4Y,UNKNOWN,NO,NO,CELLULAR,MAY,TUE,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.344,5099.1,True,1,1,0,0,0,0,6,3,0
31,TECHNICIAN,DIVORCED,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,JUL,WED,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,9,0,5,2,0,0,3,4,1
37,BLUECOLLAR,MARRIED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,MAY,FRI,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,True,1,1,3,2,0,0,6,0,1
32,MANAGEMENT,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAR,MON,2.0,999,0,NONEXISTENT,-1.8,92.84299999999999,-50.0,1.703,5099.1,True,4,2,6,2,0,0,5,1,1
48,ADMIN,DIVORCED,HIGH.SCHOOL,NO,NO,NO,TELEPHONE,MAY,TUE,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,True,0,0,3,0,0,1,6,3,1
51,ENTREPRENEUR,MARRIED,PROFESSIONAL.COURSE,UNKNOWN,NO,NO,CELLULAR,MAY,MON,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,True,2,1,5,0,0,0,6,1,0
